Player,Team,RAA,Wins,EFscore,Salary,Value
V Sehwag,Delhi Daredevils,62,0.22,0.11900000000000001,,646136.0
OA Shah,Kolkata Knight Riders,61,0.215,0.046,,643380.0
Z Khan,Mumbai Indians,58,0.20600000000000002,0.11800000000000001,450000.0,638419.0
AD Mascarenhas,Rajasthan Royals,55,0.196,0.043,,632906.0
WPUJC Vaas,Deccan Chargers,54,0.193,0.084,200000.0,631252.0
RV Uthappa,Royal Challengers Bangalore,49,0.17300000000000001,0.09,800000.0,620227.0
L Ablish,Kings XI Punjab,48,0.171,0.031,,619125.0
TL Suman,Deccan Chargers,41,0.147,0.069,,605895.0
CA Pujara,Kolkata Knight Riders,41,0.14400000000000002,0.045,,604241.0
JP Duminy,Mumbai Indians,39,0.13699999999999998,0.057999999999999996,950000.0,600382.0
A Mishra,Delhi Daredevils,38,0.135,0.129,,599280.0
MJ Lumb,Rajasthan Royals,37,0.132,0.073,,597626.0
B Sumanth,Deccan Chargers,36,0.127,0.033,,594870.0
BB McCullum,Kolkata Knight Riders,33,0.11599999999999999,0.038,700000.0,588806.0
AT Rayudu,Mumbai Indians,31,0.11,0.099,,585499.0
AM Nayar,Mumbai Indians,31,0.109,0.026000000000000002,,584947.0
Kamran Khan,Rajasthan Royals,30,0.107,0.028999999999999998,,583845.0
MS Bisla,Kings XI Punjab,28,0.10099999999999999,0.063,,580537.0
KC Sangakkara,Kings XI Punjab,28,0.099,0.08900000000000001,700000.0,579435.0
Harmeet Singh,Deccan Chargers,27,0.094,0.066,,576679.0
CK Langeveldt,Kolkata Knight Riders,24,0.086,0.042,,572269.0
HH Gibbs,Deccan Chargers,24,0.086,0.08199999999999999,575000.0,572269.0
T Thushara,Chennai Super Kings,24,0.086,0.045,140000.0,572269.0
JD Unadkat,Kolkata Knight Riders,23,0.083,0.032,,570615.0
KM Jadhav,Delhi Daredevils,22,0.077,0.023,,567307.0
SW Tait,Rajasthan Royals,20,0.07,0.078,,563449.0
CH Gayle,Kolkata Knight Riders,19,0.066,0.11,,561244.0
M Kartik,Kolkata Knight Riders,17,0.059000000000000004,0.081,425000.0,557385.0
R Ashwin,Chennai Super Kings,16,0.055999999999999994,0.105,,555731.0
ND Doshi,Royal Challengers Bangalore,11,0.039,0.006999999999999999,,546360.0
SB Wagh,Rajasthan Royals,11,0.039,0.006,,546360.0
Jaskaran Singh,Deccan Chargers,10,0.037000000000000005,0.042,,545257.0
MK Tiwary,Kolkata Knight Riders,10,0.037000000000000005,0.061,675000.0,545257.0
FY Fazal,Rajasthan Royals,10,0.034,0.053,,543604.0
AP Dole,Rajasthan Royals,9,0.033,0.04,,543052.0
SK Trivedi,Rajasthan Royals,9,0.031,0.084,,541950.0
PJ Sangwan,Delhi Daredevils,8,0.027000000000000003,0.071,,539745.0
VY Mahesh,Delhi Daredevils,5,0.018000000000000002,0.006999999999999999,,534784.0
BJ Hodge,Kolkata Knight Riders,4,0.013999999999999999,0.040999999999999995,,532579.0
RE van der Merwe,Royal Challengers Bangalore,4,0.013999999999999999,0.01,,532579.0
RS Sodhi,Kings XI Punjab,4,0.013999999999999999,0.004,,532579.0
KB Arun Karthik,Chennai Super Kings,3,0.011000000000000001,0.002,,530925.0
S Anirudha,Chennai Super Kings,3,0.01,0.009000000000000001,,530374.0
JM Kemp,Chennai Super Kings,2,0.006999999999999999,0.022000000000000002,100000.0,528720.0
AS Raut,Rajasthan Royals,2,0.006,0.018000000000000002,,528169.0
SE Bond,Kolkata Knight Riders,0,-0.001,0.061,750000.0,524310.0
AC Voges,Rajasthan Royals,-1,-0.005,0.057999999999999996,50000.0,522105.0
P Dogra,Rajasthan Royals,-1,-0.005,0.033,,522105.0
Bipul Sharma,Kings XI Punjab,-4,-0.013000000000000001,0.019,,517695.0
AG Murtaza,Mumbai Indians,-5,-0.017,0.022000000000000002,,515490.0
BAW Mendis,Kolkata Knight Riders,-5,-0.017,0.02,,515490.0
B Akhil,Royal Challengers Bangalore,-6,-0.021,0.0,,513285.0
DS Kulkarni,Mumbai Indians,-8,-0.027999999999999997,0.006999999999999999,,509426.0
DR Martyn,Rajasthan Royals,-8,-0.028999999999999998,0.006,100000.0,508875.0
UT Yadav,Delhi Daredevils,-9,-0.03,0.042,,508324.0
GJ Bailey,Chennai Super Kings,-9,-0.032,0.006999999999999999,50000.0,507221.0
PA Patel,Chennai Super Kings,-9,-0.033,0.016,325000.0,506670.0
R Vinay Kumar,Royal Challengers Bangalore,-10,-0.035,0.113,,505567.0
GC Smith,Rajasthan Royals,-10,-0.036000000000000004,0.012,250000.0,505016.0
AJ Finch,Rajasthan Royals,-11,-0.039,0.006999999999999999,,503362.0
AB Barath,Kings XI Punjab,-12,-0.043,0.013000000000000001,,501157.0
C Madan,Mumbai Indians,-12,-0.043,0.008,,501157.0
V Kohli,Royal Challengers Bangalore,-13,-0.045,0.076,,500055.0
C Ganapathy,Chennai Super Kings,-13,-0.046,0.0,,499504.0
MV Boucher,Royal Challengers Bangalore,-14,-0.05,0.002,450000.0,497299.0
WP Saha,Kolkata Knight Riders,-14,-0.05,0.013999999999999999,,497299.0
AN Ahmed,Mumbai Indians,-16,-0.057,0.004,,493440.0
K Goel,Kings XI Punjab,-16,-0.057,0.005,,493440.0
MEK Hussey,Chennai Super Kings,-17,-0.061,0.01,250000.0,491235.0
VVS Laxman,Deccan Chargers,-17,-0.061,0.018000000000000002,375000.0,491235.0
NLTC Perera,Chennai Super Kings,-19,-0.067,0.0,,487927.0
EJG Morgan,Royal Challengers Bangalore,-19,-0.068,0.01,220000.0,487376.0
SP Goswami,Royal Challengers Bangalore,-19,-0.068,0.001,,487376.0
KP Appanna,Royal Challengers Bangalore,-20,-0.07,0.01,,486274.0
LRPL Taylor,Royal Challengers Bangalore,-20,-0.07200000000000001,0.025,,485171.0
SA Asnodkar,Rajasthan Royals,-22,-0.078,0.001,,481864.0
AD Mathews,Kolkata Knight Riders,-23,-0.081,0.121,,480210.0
MC Henriques,Delhi Daredevils,-24,-0.085,0.009000000000000001,,478005.0
S Sriram,Royal Challengers Bangalore,-24,-0.085,0.008,,478005.0
AB de Villiers,Delhi Daredevils,-24,-0.086,0.033,300000.0,477454.0
CL White,Royal Challengers Bangalore,-24,-0.086,0.013000000000000001,500000.0,477454.0
AA Bilakhia,Deccan Chargers,-25,-0.08900000000000001,0.0,,475800.0
MF Maharoof,Delhi Daredevils,-26,-0.091,0.065,225000.0,474697.0
AG Paunikar,Rajasthan Royals,-27,-0.096,0.0,,471941.0
Y Nagar,Delhi Daredevils,-27,-0.096,0.006999999999999999,,471941.0
STR Binny,Mumbai Indians,-28,-0.099,0.001,,470287.0
Y Venugopal Rao,Deccan Chargers,-30,-0.107,0.009000000000000001,,465877.0
Joginder Sharma,Chennai Super Kings,-32,-0.113,0.012,225000.0,462570.0
MB Parmar,Kolkata Knight Riders,-32,-0.113,0.001,,462570.0
A Uniyal,Rajasthan Royals,-33,-0.11599999999999999,0.013000000000000001,,460916.0
MM Patel,Rajasthan Royals,-33,-0.11599999999999999,0.024,275000.0,460916.0
S Ladda,Delhi Daredevils,-33,-0.11599999999999999,0.022000000000000002,,460916.0
A Mithun,Royal Challengers Bangalore,-33,-0.11699999999999999,0.006999999999999999,,460365.0
RS Gavaskar,Kolkata Knight Riders,-33,-0.11699999999999999,0.001,,460365.0
Iqbal Abdulla,Kolkata Knight Riders,-34,-0.12,0.01,,458711.0
DL Vettori,Delhi Daredevils,-35,-0.124,0.024,,456506.0
VRV Singh,Kings XI Punjab,-37,-0.131,0.002,,452647.0
YA Abdulla,Kings XI Punjab,-38,-0.134,0.006999999999999999,50000.0,450994.0
YK Pathan,Rajasthan Royals,-38,-0.136,0.11900000000000001,475000.0,449891.0
L Balaji,Chennai Super Kings,-40,-0.14,0.059000000000000004,,447686.0
RG Sharma,Deccan Chargers,-40,-0.141,0.109,750000.0,447135.0
DR Smith,Deccan Chargers,-41,-0.145,0.013000000000000001,100000.0,444930.0
J Theron,Kings XI Punjab,-42,-0.147,0.049,,443827.0
LR Shukla,Kolkata Knight Riders,-43,-0.152,0.028999999999999998,,441071.0
DP Nannes,Delhi Daredevils,-44,-0.154,0.057999999999999996,,439969.0
Anirudh Singh,Deccan Chargers,-45,-0.16,0.016,,436661.0
Pankaj Singh,Royal Challengers Bangalore,-46,-0.162,0.015,,435559.0
KD Karthik,Delhi Daredevils,-46,-0.163,0.063,525000.0,435007.0
R Sathish,Mumbai Indians,-47,-0.16699999999999998,0.042,,432802.0
RP Singh,Deccan Chargers,-47,-0.16699999999999998,0.099,875000.0,432802.0
MK Pandey,Royal Challengers Bangalore,-49,-0.17300000000000001,0.057,,429495.0
Mandeep Singh,Kolkata Knight Riders,-50,-0.17800000000000002,0.0,,426739.0
S Dhawan,Mumbai Indians,-53,-0.187,0.038,,421777.0
M Kaif,Kings XI Punjab,-53,-0.188,0.005,250000.0,421226.0
VS Malik,Kings XI Punjab,-53,-0.188,0.006999999999999999,,421226.0
MR Marsh,Deccan Chargers,-56,-0.198,0.022000000000000002,,415714.0
I Sharma,Kolkata Knight Riders,-58,-0.203,0.057999999999999996,950000.0,412957.0
AP Tare,Mumbai Indians,-58,-0.20600000000000002,0.01,,411304.0
JA Morkel,Chennai Super Kings,-59,-0.207,0.13,675000.0,410752.0
ML Hayden,Chennai Super Kings,-59,-0.21,0.083,375000.0,409099.0
DW Steyn,Royal Challengers Bangalore,-66,-0.23399999999999999,0.10800000000000001,325000.0,395869.0
AA Jhunjhunwala,Rajasthan Royals,-69,-0.243,0.052000000000000005,,390907.0
S Sreesanth,Kings XI Punjab,-69,-0.243,0.033,625000.0,390907.0
AB Agarkar,Kolkata Knight Riders,-78,-0.275,0.036000000000000004,350000.0,373267.0
MD Mishra,Deccan Chargers,-78,-0.275,0.04,,373267.0
R Bhatia,Delhi Daredevils,-79,-0.27899999999999997,0.024,,371062.0
M Morkel,Rajasthan Royals,-80,-0.28300000000000003,0.006999999999999999,,368857.0
PP Chawla,Kings XI Punjab,-81,-0.28800000000000003,0.1,400000.0,366101.0
R Sharma,Deccan Chargers,-82,-0.29,0.048,,364999.0
ST Jayasuriya,Mumbai Indians,-84,-0.298,0.026000000000000002,975000.0,360589.0
S Narwal,Rajasthan Royals,-85,-0.3,0.034,,359486.0
Yuvraj Singh,Kings XI Punjab,-86,-0.303,0.098,,357832.0
MS Gony,Chennai Super Kings,-87,-0.308,0.008,,355076.0
RR Powar,Kings XI Punjab,-89,-0.314,0.028999999999999998,170000.0,351769.0
DJ Hussey,Kolkata Knight Riders,-92,-0.327,0.025,625000.0,344602.0
KAJ Roach,Deccan Chargers,-94,-0.33299999999999996,0.005,720000.0,341295.0
SJ Srivastava,Kings XI Punjab,-103,-0.363,0.036000000000000004,,324757.0
TM Dilshan,Delhi Daredevils,-107,-0.379,0.027000000000000003,250000.0,315937.0
SK Warne,Rajasthan Royals,-121,-0.429,0.084,450000.0,288375.0
S Tyagi,Chennai Super Kings,-124,-0.43799999999999994,0.012,,283414.0
P Kumar,Royal Challengers Bangalore,-137,-0.486,0.07400000000000001,,256954.0
AC Gilchrist,Deccan Chargers,-144,-0.511,0.05,700000.0,243172.0
B Lee,Kings XI Punjab,-153,-0.542,0.006,900000.0,226084.0
R McLaren,Mumbai Indians,-167,-0.591,0.054000000000000006,,199072.0
DJ Bravo,Mumbai Indians,-243,-0.861,0.035,,50235.0
CH Gayle,Royal Challengers Bangalore,351,1.3030000000000002,0.239,650000.0,1674414.0
SL Malinga,Mumbai Indians,325,1.207,0.207,,1592801.0
S Badrinath,Chennai Super Kings,267,0.99,0.16,800000.0,1408322.0
SE Marsh,Kings XI Punjab,246,0.912,0.149,400000.0,1342011.0
SR Tendulkar,Mumbai Indians,217,0.807,0.166,,1252747.0
S Aravind,Royal Challengers Bangalore,199,0.7390000000000001,0.159,,1194938.0
V Sehwag,Delhi Daredevils,193,0.715,0.121,,1174534.0
MM Patel,Mumbai Indians,187,0.695,0.154,700000.0,1157532.0
BJ Hodge,Kochi Tuskers Kerala,185,0.687,0.12,425000.0,1150731.0
MEK Hussey,Chennai Super Kings,183,0.68,0.135,425000.0,1144780.0
MK Tiwary,Kolkata Knight Riders,174,0.6459999999999999,0.11800000000000001,475000.0,1115875.0
V Kohli,Royal Challengers Bangalore,164,0.608,0.17,,1083570.0
MS Dhoni,Chennai Super Kings,161,0.596,0.111,1500000.0,1073368.0
YK Pathan,Kolkata Knight Riders,158,0.5870000000000001,0.166,2100000.0,1065717.0
Yuvraj Singh,Pune Warriors,151,0.56,0.149,1800000.0,1042763.0
R Sharma,Pune Warriors,140,0.521,0.135,,1009608.0
Iqbal Abdulla,Kolkata Knight Riders,133,0.494,0.11,,986655.0
DE Bollinger,Chennai Super Kings,132,0.49,0.11,700000.0,983254.0
JH Kallis,Kolkata Knight Riders,131,0.486,0.162,1100000.0,979853.0
S Dhawan,Deccan Chargers,127,0.47100000000000003,0.11800000000000001,300000.0,967101.0
PC Valthaty,Kings XI Punjab,126,0.46799999999999997,0.162,,964551.0
A Mishra,Deccan Chargers,125,0.46399999999999997,0.14,300000.0,961150.0
G Gambhir,Kolkata Knight Riders,121,0.44799999999999995,0.115,2400000.0,947548.0
AB de Villiers,Royal Challengers Bangalore,105,0.391,0.079,1100000.0,899091.0
Shakib Al Hasan,Kolkata Knight Riders,93,0.34700000000000003,0.07200000000000001,425000.0,861685.0
R Ashwin,Chennai Super Kings,91,0.337,0.129,850000.0,853183.0
AT Rayudu,Mumbai Indians,85,0.316,0.096,,835330.0
R Dravid,Rajasthan Royals,82,0.304,0.09699999999999999,500000.0,825129.0
MR Marsh,Pune Warriors,81,0.301,0.06,290000.0,822578.0
RG Sharma,Mumbai Indians,67,0.248,0.09,2000000.0,777521.0
PP Chawla,Kings XI Punjab,60,0.221,0.10300000000000001,900000.0,754568.0
WD Parnell,Pune Warriors,57,0.21,0.07400000000000001,160000.0,745216.0
RE van der Merwe,Delhi Daredevils,53,0.19699999999999998,0.042,50000.0,734164.0
J Botha,Rajasthan Royals,51,0.188,0.111,950000.0,726513.0
AC Gilchrist,Kings XI Punjab,49,0.183,0.10099999999999999,900000.0,722262.0
RN ten Doeschate,Kolkata Knight Riders,49,0.183,0.038,150000.0,722262.0
M Vijay,Chennai Super Kings,47,0.17300000000000001,0.105,,713761.0
A Symonds,Mumbai Indians,42,0.157,0.051,850000.0,700159.0
WP Saha,Chennai Super Kings,42,0.157,0.027999999999999997,100000.0,700159.0
LRPL Taylor,Rajasthan Royals,42,0.155,0.051,1000000.0,698459.0
DPMD Jayawardene,Kochi Tuskers Kerala,41,0.151,0.08800000000000001,1500000.0,695058.0
SJ Srivastava,Kings XI Punjab,40,0.147,0.051,,691658.0
JEC Franklin,Mumbai Indians,36,0.133,0.047,100000.0,679756.0
R Bhatia,Kolkata Knight Riders,33,0.121,0.061,,669554.0
Anand Rajan,Deccan Chargers,32,0.12,0.019,,668704.0
DW Steyn,Deccan Chargers,32,0.11900000000000001,0.094,1200000.0,667854.0
CK Langeveldt,Royal Challengers Bangalore,30,0.11199999999999999,0.038,140000.0,661903.0
Harmeet Singh,Deccan Chargers,29,0.109,0.025,,659352.0
Bipul Sharma,Kings XI Punjab,28,0.106,0.04,,656802.0
Harbhajan Singh,Mumbai Indians,28,0.10400000000000001,0.11599999999999999,850000.0,655102.0
Y Venugopal Rao,Delhi Daredevils,27,0.1,0.087,700000.0,651701.0
CL White,Deccan Chargers,27,0.098,0.031,1100000.0,650001.0
AS Raut,Rajasthan Royals,26,0.09699999999999999,0.022000000000000002,,649151.0
OA Shah,Kochi Tuskers Kerala,26,0.096,0.024,200000.0,648301.0
JA Morkel,Chennai Super Kings,24,0.09,0.12300000000000001,675000.0,643200.0
KC Sangakkara,Deccan Chargers,24,0.09,0.079,700000.0,643200.0
BB McCullum,Kochi Tuskers Kerala,23,0.087,0.081,475000.0,640650.0
SW Tait,Rajasthan Royals,22,0.08199999999999999,0.047,300000.0,636399.0
DP Nannes,Royal Challengers Bangalore,22,0.08,0.013000000000000001,,634699.0
SS Mundhe,Pune Warriors,21,0.077,0.01,,632148.0
KD Karthik,Kings XI Punjab,19,0.07,0.067,900000.0,626197.0
J Syed Mohammad,Royal Challengers Bangalore,18,0.067,0.04,,623647.0
JP Faulkner,Pune Warriors,17,0.062,0.01,,619396.0
DA Warner,Delhi Daredevils,15,0.055999999999999994,0.086,750000.0,614295.0
MK Pandey,Pune Warriors,14,0.051,0.061,,610045.0
AM Salvi,Delhi Daredevils,13,0.05,0.018000000000000002,,609195.0
S Sohal,Deccan Chargers,13,0.047,0.065,,606644.0
M Morkel,Delhi Daredevils,12,0.045,0.092,475000.0,604944.0
B Kumar,Pune Warriors,11,0.043,0.027999999999999997,,603244.0
RV Uthappa,Pune Warriors,10,0.036000000000000004,0.071,2100000.0,597293.0
BA Bhatt,Kings XI Punjab,9,0.035,0.064,,596442.0
SK Raina,Chennai Super Kings,9,0.032,0.125,650000.0,593892.0
JR Hopes,Delhi Daredevils,8,0.031,0.102,350000.0,593042.0
SS Tiwary,Royal Challengers Bangalore,8,0.031,0.054000000000000006,1600000.0,593042.0
JD Unadkat,Kolkata Knight Riders,8,0.028999999999999998,0.036000000000000004,,591342.0
JE Taylor,Pune Warriors,5,0.018000000000000002,0.040999999999999995,100000.0,581990.0
SK Warne,Rajasthan Royals,4,0.015,0.076,450000.0,579440.0
AC Thomas,Pune Warriors,2,0.008,0.077,100000.0,573489.0
KMDN Kulasekara,Chennai Super Kings,1,0.003,0.004,,569238.0
SC Ganguly,Pune Warriors,-1,-0.002,0.017,400000.0,564987.0
DL Vettori,Royal Challengers Bangalore,-2,-0.006999999999999999,0.094,550000.0,560737.0
SR Watson,Rajasthan Royals,-3,-0.012,0.124,125000.0,556486.0
CJ Ferguson,Pune Warriors,-4,-0.013999999999999999,0.016,300000.0,554786.0
PP Ojha,Deccan Chargers,-6,-0.022000000000000002,0.064,,547985.0
MS Gony,Deccan Chargers,-7,-0.024,0.02,290000.0,546285.0
DB Ravi Teja,Deccan Chargers,-7,-0.025,0.042,,545434.0
FY Fazal,Rajasthan Royals,-7,-0.025,0.003,,545434.0
VVS Laxman,Kochi Tuskers Kerala,-8,-0.027999999999999997,0.009000000000000001,400000.0,542884.0
BJ Haddin,Kolkata Knight Riders,-8,-0.028999999999999998,0.005,325000.0,542034.0
DJ Bravo,Chennai Super Kings,-8,-0.028999999999999998,0.037000000000000005,200000.0,542034.0
SB Styris,Chennai Super Kings,-8,-0.03,0.001,200000.0,541184.0
AN Ahmed,Mumbai Indians,-9,-0.033,0.045,,538633.0
AM Rahane,Rajasthan Royals,-9,-0.034,0.027000000000000003,,537783.0
R Ninan,Royal Challengers Bangalore,-9,-0.035,0.015,,536933.0
AG Murtaza,Mumbai Indians,-10,-0.036000000000000004,0.028999999999999998,,536083.0
DH Yagnik,Rajasthan Royals,-10,-0.036000000000000004,0.005,,536083.0
S Rana,Pune Warriors,-10,-0.036000000000000004,0.005,,536083.0
Harpreet Singh,Pune Warriors,-12,-0.044000000000000004,0.002,,529282.0
LR Shukla,Kolkata Knight Riders,-12,-0.044000000000000004,0.001,,529282.0
VS Malik,Kings XI Punjab,-13,-0.048,0.001,,525881.0
Y Gnaneswara Rao,Kochi Tuskers Kerala,-14,-0.051,0.004,,523331.0
AB Agarkar,Delhi Daredevils,-15,-0.057,0.049,210000.0,518230.0
I Malhotra,Deccan Chargers,-16,-0.059000000000000004,0.001,,516530.0
SA Asnodkar,Rajasthan Royals,-17,-0.062,0.0,,513979.0
SD Chitnis,Kings XI Punjab,-17,-0.062,0.002,,513979.0
EJG Morgan,Kolkata Knight Riders,-18,-0.067,0.031,350000.0,509729.0
I Sharma,Deccan Chargers,-18,-0.067,0.077,450000.0,509729.0
NJ Rimmington,Kings XI Punjab,-18,-0.067,0.001,20000.0,509729.0
P Prasanth,Kochi Tuskers Kerala,-18,-0.067,0.0,,509729.0
RP Singh,Kochi Tuskers Kerala,-19,-0.071,0.094,500000.0,506328.0
B Chipli,Deccan Chargers,-20,-0.073,0.049,,504628.0
AA Kazi,Royal Challengers Bangalore,-20,-0.07400000000000001,0.001,,503778.0
MV Boucher,Kolkata Knight Riders,-20,-0.07400000000000001,0.001,325000.0,503778.0
S Anirudha,Chennai Super Kings,-20,-0.075,0.018000000000000002,,502928.0
PR Shah,Rajasthan Royals,-21,-0.077,0.001,,501227.0
Pankaj Singh,Rajasthan Royals,-23,-0.085,0.001,,494426.0
IR Jaggi,Deccan Chargers,-24,-0.08800000000000001,0.005,,491876.0
VR Aaron,Delhi Daredevils,-25,-0.094,0.02,,486775.0
AA Chavan,Rajasthan Royals,-26,-0.096,0.004,,485075.0
MJ Lumb,Deccan Chargers,-26,-0.096,0.0,80000.0,485075.0
A Singh,Rajasthan Royals,-29,-0.109,0.059000000000000004,,474023.0
M Klinger,Kochi Tuskers Kerala,-29,-0.109,0.02,75000.0,474023.0
PA Patel,Kochi Tuskers Kerala,-29,-0.109,0.044000000000000004,290000.0,474023.0
CA Ingram,Delhi Daredevils,-30,-0.11,0.005,100000.0,473173.0
P Parameswaran,Kochi Tuskers Kerala,-30,-0.11,0.026000000000000002,,473173.0
Mandeep Singh,Kings XI Punjab,-30,-0.113,0.01,,470622.0
MS Bisla,Kolkata Knight Riders,-31,-0.11599999999999999,0.017,,468072.0
STR Binny,Rajasthan Royals,-32,-0.11800000000000001,0.009000000000000001,,466372.0
RW Price,Mumbai Indians,-33,-0.122,0.0,,462971.0
R McLaren,Kings XI Punjab,-33,-0.124,0.054000000000000006,250000.0,461271.0
NL McCullum,Pune Warriors,-34,-0.126,0.006999999999999999,100000.0,459571.0
Sunny Singh,Kings XI Punjab,-34,-0.128,0.008,,457870.0
B Akhil,Kochi Tuskers Kerala,-35,-0.129,0.001,,457020.0
AC Blizzard,Mumbai Indians,-35,-0.13,0.025,20000.0,456170.0
SB Wagh,Pune Warriors,-36,-0.132,0.033,,454470.0
DS Kulkarni,Mumbai Indians,-36,-0.133,0.035,,453620.0
M Kaif,Royal Challengers Bangalore,-36,-0.135,0.009000000000000001,130000.0,451920.0
MD Mishra,Pune Warriors,-36,-0.135,0.011000000000000001,,451920.0
S Sreesanth,Kochi Tuskers Kerala,-37,-0.138,0.053,900000.0,449369.0
RA Jadeja,Kochi Tuskers Kerala,-38,-0.14,0.126,950000.0,447669.0
L Ablish,Kings XI Punjab,-39,-0.145,0.001,,443418.0
MA Agarwal,Royal Challengers Bangalore,-40,-0.147,0.033,,441718.0
JDP Oram,Rajasthan Royals,-40,-0.14800000000000002,0.006,250000.0,440868.0
AB Dinda,Delhi Daredevils,-41,-0.151,0.024,375000.0,438317.0
AB McDonald,Delhi Daredevils,-41,-0.151,0.002,80000.0,438317.0
S Ladda,Kolkata Knight Riders,-41,-0.152,0.001,,437467.0
TD Paine,Pune Warriors,-42,-0.155,0.002,270000.0,434917.0
CA Pujara,Royal Challengers Bangalore,-43,-0.161,0.006,700000.0,429816.0
RJ Harris,Kings XI Punjab,-44,-0.163,0.105,325000.0,428116.0
KB Arun Karthik,Royal Challengers Bangalore,-45,-0.166,0.001,,425565.0
Kamran Khan,Pune Warriors,-47,-0.174,0.001,,418764.0
S Sriram,Delhi Daredevils,-47,-0.174,0.001,,418764.0
SP Goswami,Kolkata Knight Riders,-48,-0.18,0.006999999999999999,,413663.0
U Chand,None,-50,-0.184,0.001,,410263.0
TR Birt,Delhi Daredevils,-52,-0.193,0.011000000000000001,20000.0,402612.0
AG Paunikar,Rajasthan Royals,-52,-0.19399999999999998,0.01,,401762.0
LA Pomersbach,Royal Challengers Bangalore,-52,-0.19399999999999998,0.006999999999999999,50000.0,401762.0
MS Wade,Delhi Daredevils,-55,-0.20600000000000002,0.003,100000.0,391560.0
JD Ryder,Pune Warriors,-56,-0.209,0.08,150000.0,389010.0
TG Southee,Chennai Super Kings,-58,-0.214,0.018000000000000002,,384759.0
Joginder Sharma,Chennai Super Kings,-58,-0.215,0.001,150000.0,383909.0
KM Jadhav,Kochi Tuskers Kerala,-59,-0.221,0.002,,378808.0
TM Dilshan,Royal Challengers Bangalore,-60,-0.222,0.057999999999999996,650000.0,377958.0
SK Trivedi,Rajasthan Royals,-61,-0.225,0.045,,375407.0
GC Smith,Pune Warriors,-61,-0.22699999999999998,0.009000000000000001,500000.0,373707.0
AA Jhunjhunwala,Pune Warriors,-62,-0.22899999999999998,0.003,,372007.0
ND Doshi,Rajasthan Royals,-62,-0.23,0.008,,371157.0
DJ Jacobs,Mumbai Indians,-63,-0.23399999999999999,0.02,190000.0,367756.0
S Nadeem,Delhi Daredevils,-64,-0.23600000000000002,0.023,,366056.0
JP Duminy,Deccan Chargers,-64,-0.23800000000000002,0.077,300000.0,364356.0
IK Pathan,Delhi Daredevils,-68,-0.251,0.11800000000000001,1900000.0,353304.0
R Sathish,Mumbai Indians,-68,-0.251,0.006999999999999999,,353304.0
SB Jakati,Chennai Super Kings,-74,-0.27399999999999997,0.05,,333751.0
RR Powar,Kochi Tuskers Kerala,-75,-0.27899999999999997,0.013000000000000001,180000.0,329500.0
RV Gomez,Kochi Tuskers Kerala,-77,-0.28600000000000003,0.046,,323549.0
M Muralitharan,Kochi Tuskers Kerala,-79,-0.294,0.018000000000000002,1100000.0,316748.0
Y Nagar,Delhi Daredevils,-81,-0.301,0.025,,310797.0
JJ van der Wath,Royal Challengers Bangalore,-83,-0.309,0.027000000000000003,50000.0,303996.0
NLTC Perera,Kochi Tuskers Kerala,-86,-0.319,0.02,80000.0,295495.0
S Randiv,Chennai Super Kings,-86,-0.319,0.034,80000.0,295495.0
L Balaji,Kolkata Knight Riders,-91,-0.337,0.064,500000.0,280192.0
R Vinay Kumar,Kochi Tuskers Kerala,-94,-0.35,0.083,475000.0,269140.0
Z Khan,Royal Challengers Bangalore,-101,-0.375,0.102,900000.0,247887.0
DJ Hussey,Kings XI Punjab,-103,-0.38299999999999995,0.019,1400000.0,241086.0
AM Nayar,Kings XI Punjab,-109,-0.406,0.02,800000.0,221533.0
AUK Pathan,Royal Challengers Bangalore,-113,-0.42,0.006999999999999999,,209631.0
DT Christian,Deccan Chargers,-117,-0.435,0.106,900000.0,196879.0
AL Menaria,Rajasthan Royals,-118,-0.4370000000000001,0.055,,195179.0
AJ Finch,Delhi Daredevils,-120,-0.445,0.009000000000000001,300000.0,188378.0
P Kumar,Kings XI Punjab,-126,-0.469,0.066,800000.0,167974.0
UT Yadav,Delhi Daredevils,-136,-0.505,0.017,,137370.0
TL Suman,Mumbai Indians,-140,-0.519,0.013000000000000001,,125468.0
M Kartik,Pune Warriors,-148,-0.5489999999999999,0.013000000000000001,400000.0,99964.0
NV Ojha,Delhi Daredevils,-176,-0.652,0.033,270000.0,12400.0
M Manhas,Pune Warriors,-186,-0.691,0.023,,-20756.0
KA Pollard,Mumbai Indians,-196,-0.727,0.091,750000.0,-51360.0
B Lee,Kolkata Knight Riders,-216,-0.8009999999999999,0.040999999999999995,400000.0,-114270.0
A Mithun,Royal Challengers Bangalore,-228,-0.847,0.039,260000.0,-153377.0
CH Gayle,Royal Challengers Bangalore,354,1.286,0.212,650000.0,1644515.0
S Dhawan,Deccan Chargers,304,1.103,0.20800000000000002,300000.0,1500824.0
SP Narine,Kolkata Knight Riders,298,1.082,0.187,700000.0,1484335.0
G Gambhir,Kolkata Knight Riders,221,0.804,0.14800000000000002,2400000.0,1266050.0
AM Rahane,Rajasthan Royals,217,0.787,0.156,,1252702.0
M Morkel,Delhi Daredevils,199,0.721,0.174,475000.0,1200879.0
CL White,Deccan Chargers,190,0.69,0.126,1100000.0,1176538.0
DJ Hussey,Kings XI Punjab,175,0.634,0.124,1400000.0,1132567.0
SL Malinga,Mumbai Indians,172,0.624,0.172,,1124715.0
